Well.names,Area,Drug
E13,178,PJ 3
E14,199,PJ 3
E15,298,PJ 3
E13,293,PJ 3
E15,196,PJ 3
E15,341,PJ 3
E13,150,PJ 3
E14,289,PJ 3
E15,137,PJ 3
E13,516,PJ 3
E13,478,PJ 3
E15,202,PJ 3
E14,393,PJ 3
E14,196,PJ 3
E13,232,PJ 3
E14,379,PJ 3
E15,299,PJ 3
E13,98,PJ 3
E15,91,PJ 3
E14,453,PJ 3
E14,143,PJ 3
E13,333,PJ 3
E15,91,PJ 3
E13,224,PJ 3
E13,1626,PJ 3
E13,263,PJ 3
E15,351,PJ 3
E14,208,PJ 3
E14,204,PJ 3
E15,147,PJ 3
E15,139,PJ 3
E15,102,PJ 3
E14,64,PJ 3
E13,330,PJ 3
E15,273,PJ 3
E15,158,PJ 3
E15,134,PJ 3
E15,182,PJ 3
E13,238,PJ 3
E15,210,PJ 3
E15,212,PJ 3
E14,293,PJ 3
E14,369,PJ 3
E13,194,PJ 3
E15,183,PJ 3
E15,227,PJ 3
E13,104,PJ 3
E15,64,PJ 3
E13,342,PJ 3
E14,70,PJ 3
E15,53,PJ 3
E14,420,PJ 3
E15,514,PJ 3
E13,739,PJ 3
E14,326,PJ 3
E14,270,PJ 3
E14,200,PJ 3
E15,402,PJ 3
E15,79,PJ 3
E13,151,PJ 3
E14,244,PJ 3
E14,681,PJ 3
E15,99,PJ 3
E14,273,PJ 3
E14,304,PJ 3
E15,244,PJ 3
E14,1137,PJ 3
E15,233,PJ 3
E13,127,PJ 3
E14,90,PJ 3
E15,106,PJ 3
E13,172,PJ 3
E15,239,PJ 3
E15,145,PJ 3
E15,275,PJ 3
E15,201,PJ 3
E13,193,PJ 3
E14,203,PJ 3
E13,224,PJ 3
E13,228,PJ 3
E13,236,PJ 3
E14,450,PJ 3
E15,192,PJ 3
E15,326,PJ 3
E15,349,PJ 3
E13,315,PJ 3
E13,94,PJ 3
E15,241,PJ 3
E13,87,PJ 3
E13,184,PJ 3
E15,356,PJ 3
E14,88,PJ 3
E14,120,PJ 3
E15,233,PJ 3
E15,258,PJ 3
E14,203,PJ 3
E14,90,PJ 3
E14,259,PJ 3
E15,603,PJ 3
E14,96,PJ 3
E15,143,PJ 3
E15,256,PJ 3
E13,207,PJ 3
E13,379,PJ 3
E15,141,PJ 3
E13,98,PJ 3
E15,253,PJ 3
E14,339,PJ 3
E14,732,PJ 3
E13,251,PJ 3
E14,472,PJ 3
E15,182,PJ 3
E13,215,PJ 3
E13,246,PJ 3
E13,101,PJ 3
E14,310,PJ 3
E13,346,PJ 3
E13,661,PJ 3
E14,437,PJ 3
E14,210,PJ 3
E14,323,PJ 3
E13,58,PJ 3
E14,673,PJ 3
E14,496,PJ 3
E13,267,PJ 3
E14,498,PJ 3
E15,886,PJ 3
E15,200,PJ 3
E14,927,PJ 3
E15,514,PJ 3
E14,443,PJ 3
E14,462,PJ 3
E14,251,PJ 3
E15,163,PJ 3
E15,228,PJ 3
E15,186,PJ 3
E14,298,PJ 3
E13,66,PJ 3
E15,358,PJ 3
E15,428,PJ 3
E14,504,PJ 3
E15,282,PJ 3
E13,60,PJ 3
E13,84,PJ 3
E13,188,PJ 3
E13,937,PJ 3
E15,280,PJ 3
E14,115,PJ 3
E15,300,PJ 3
E13,303,PJ 3
E15,96,PJ 3
E13,318,PJ 3
E13,64,PJ 3
E13,228,PJ 3
E15,540,PJ 3
E13,472,PJ 3
E14,183,PJ 3
E13,117,PJ 3
E13,208,PJ 3
E13,283,PJ 3
E15,302,PJ 3
E13,294,PJ 3
E15,328,PJ 3
E15,215,PJ 3
E14,102,PJ 3
E14,408,PJ 3
E15,888,PJ 3
E15,74,PJ 3
E13,363,PJ 3
E15,237,PJ 3
E14,266,PJ 3
E14,58,PJ 3
E15,386,PJ 3
E13,298,PJ 3
E13,66,PJ 3
E13,110,PJ 3
E15,415,PJ 3
E15,147,PJ 3
E13,233,PJ 3
E14,73,PJ 3
E14,548,PJ 3
E14,311,PJ 3
E13,286,PJ 3
E13,221,PJ 3
E15,164,PJ 3
E15,419,PJ 3
E13,134,PJ 3
E15,169,PJ 3
E14,397,PJ 3
E14,201,PJ 3
E14,348,PJ 3
E15,556,PJ 3
E14,146,PJ 3
E15,298,PJ 3
E15,145,PJ 3
E13,207,PJ 3
E13,193,PJ 3
E13,528,PJ 3
E13,386,PJ 3
E15,321,PJ 3
E15,199,PJ 3
E13,765,PJ 3
E13,171,PJ 3
E13,269,PJ 3
E15,111,PJ 3
E15,91,PJ 3
E14,214,PJ 3
E13,376,PJ 3
E14,197,PJ 3
E15,355,PJ 3
E14,328,PJ 3
E13,79,PJ 3
E15,160,PJ 3
E13,188,PJ 3
E14,584,PJ 3
E13,425,PJ 3
E13,85,PJ 3
E15,384,PJ 3
E15,241,PJ 3
E13,1567,PJ 3
E14,337,PJ 3
E14,733,PJ 3
E15,480,PJ 3
E14,154,PJ 3
E15,235,PJ 3
E15,127,PJ 3
E15,194,PJ 3
E14,141,PJ 3
E15,274,PJ 3
E13,396,PJ 3
E13,201,PJ 3
E14,485,PJ 3
E15,162,PJ 3
E13,227,PJ 3
E14,54,PJ 3
E15,403,PJ 3
E15,305,PJ 3
E15,163,PJ 3
E13,158,PJ 3
E14,360,PJ 3
E15,398,PJ 3
E15,189,PJ 3
E15,91,PJ 3
E14,150,PJ 3
E15,118,PJ 3
E15,424,PJ 3
E15,375,PJ 3
E14,144,PJ 3
E13,79,PJ 3
E15,519,PJ 3
E14,206,PJ 3
E13,1250,PJ 3
E15,394,PJ 3
E13,322,PJ 3
E14,210,PJ 3
E14,118,PJ 3
E14,198,PJ 3
E13,757,PJ 3
E15,534,PJ 3
E13,313,PJ 3
E13,269,PJ 3
E15,290,PJ 3
E15,84,PJ 3
E14,403,PJ 3
E14,282,PJ 3
E13,286,PJ 3
E14,295,PJ 3
E13,309,PJ 3
E15,282,PJ 3
E15,114,PJ 3
E15,551,PJ 3
E14,273,PJ 3
E14,501,PJ 3
E14,123,PJ 3
E14,104,PJ 3
E14,183,PJ 3
E14,471,PJ 3
E13,151,PJ 3
E15,186,PJ 3
E14,156,PJ 3
E14,736,PJ 3
E13,137,PJ 3
E15,327,PJ 3
E14,288,PJ 3
E15,302,PJ 3
E15,331,PJ 3
E13,299,PJ 3
E13,298,PJ 3
E15,227,PJ 3
E14,344,PJ 3
E15,168,PJ 3
E15,104,PJ 3
E13,717,PJ 3
E15,142,PJ 3
E15,172,PJ 3
E14,299,PJ 3
E15,291,PJ 3
E13,570,PJ 3
E14,308,PJ 3
E14,110,PJ 3
E14,1252,PJ 3
E14,224,PJ 3
E13,289,PJ 3
E14,347,PJ 3
E15,260,PJ 3
E14,300,PJ 3
E14,261,PJ 3
E13,674,PJ 3
E15,268,PJ 3
E15,255,PJ 3
E13,315,PJ 3
E15,1453,PJ 3
E14,175,PJ 3
E13,186,PJ 3
E15,310,PJ 3
E13,122,PJ 3
E13,101,PJ 3
E15,252,PJ 3
E14,82,PJ 3
E15,255,PJ 3
E15,685,PJ 3
E14,223,PJ 3
E14,350,PJ 3
E15,259,PJ 3
E14,264,PJ 3
E15,483,PJ 3
E15,131,PJ 3
E14,183,PJ 3
E13,222,PJ 3
E13,464,PJ 3
E13,421,PJ 3
E13,190,PJ 3
E15,228,PJ 3
E15,139,PJ 3
E15,599,PJ 3
E13,139,PJ 3
E15,266,PJ 3
E14,129,PJ 3
E14,85,PJ 3
E13,107,PJ 3
E13,128,PJ 3
E14,503,PJ 3
E14,168,PJ 3
E13,204,PJ 3
E13,70,PJ 3
E15,296,PJ 3
E15,172,PJ 3
E13,325,PJ 3
E15,455,PJ 3
E13,243,PJ 3
E13,89,PJ 3
E15,210,PJ 3
E14,353,PJ 3
E14,191,PJ 3
E14,326,PJ 3
E13,209,PJ 3
E14,323,PJ 3
E15,92,PJ 3
E15,490,PJ 3
E14,132,PJ 3
E13,222,PJ 3
E15,106,PJ 3
E14,52,PJ 3
E15,487,PJ 3
E13,170,PJ 3
E13,357,PJ 3
E14,88,PJ 3
E13,199,PJ 3
E14,153,PJ 3
E14,361,PJ 3
E13,160,PJ 3
E14,206,PJ 3
E14,256,PJ 3
E15,173,PJ 3
E14,246,PJ 3
E13,430,PJ 3
E13,319,PJ 3
E13,117,PJ 3
E14,530,PJ 3
E15,64,PJ 3
E14,348,PJ 3
E15,602,PJ 3
E15,205,PJ 3
E13,302,PJ 3
E13,153,PJ 3
E15,96,PJ 3
E14,130,PJ 3
E14,140,PJ 3
E15,257,PJ 3
E13,139,PJ 3
E13,557,PJ 3
E15,629,PJ 3
E13,291,PJ 3
E14,1215,PJ 3
E15,222,PJ 3
E14,70,PJ 3
E15,292,PJ 3
E14,82,PJ 3
E13,394,PJ 3
E15,366,PJ 3
E13,231,PJ 3
E14,585,PJ 3
E14,427,PJ 3
E14,433,PJ 3
E13,334,PJ 3
E15,80,PJ 3
E15,181,PJ 3
E15,239,PJ 3
E15,324,PJ 3
E13,205,PJ 3
E15,94,PJ 3
E13,527,PJ 3
E15,278,PJ 3
E13,796,PJ 3
E14,187,PJ 3
E15,389,PJ 3
E15,149,PJ 3
E14,113,PJ 3
E14,255,PJ 3
E14,110,PJ 3
E15,630,PJ 3
E13,518,PJ 3
E13,359,PJ 3
E15,529,PJ 3
E14,125,PJ 3
E13,108,PJ 3
E15,260,PJ 3
E13,1731,PJ 3
E15,189,PJ 3
E13,217,PJ 3
E14,150,PJ 3
E15,1097,PJ 3
E13,128,PJ 3
E13,469,PJ 3
E14,262,PJ 3
E14,133,PJ 3
E13,1337,PJ 3
E13,210,PJ 3
E14,308,PJ 3
E13,192,PJ 3
E15,185,PJ 3
E14,517,PJ 3
E14,208,PJ 3
E14,254,PJ 3
E15,1337,PJ 3
E14,171,PJ 3
E13,77,PJ 3
E15,236,PJ 3
E14,410,PJ 3
E13,448,PJ 3
E13,135,PJ 3
E14,326,PJ 3
E13,113,PJ 3
E15,162,PJ 3
E15,246,PJ 3
E13,207,PJ 3
E15,884,PJ 3
E13,581,PJ 3
E14,89,PJ 3
E13,203,PJ 3
E15,5396,PJ 3
E15,74,PJ 3
E14,79,PJ 3
E15,222,PJ 3
E14,64,PJ 3
E13,50,PJ 3
E15,645,PJ 3
E15,332,PJ 3
E14,161,PJ 3
E15,136,PJ 3
E15,298,PJ 3
E14,376,PJ 3
E13,483,PJ 3
E15,284,PJ 3
E15,307,PJ 3
E13,289,PJ 3
E14,232,PJ 3
E15,118,PJ 3
E14,225,PJ 3
E15,409,PJ 3
E14,143,PJ 3
E13,574,PJ 3
E13,352,PJ 3
E14,318,PJ 3
E14,107,PJ 3
E15,524,PJ 3
E15,162,PJ 3
E15,116,PJ 3
E13,257,PJ 3
E13,169,PJ 3
E13,292,PJ 3
E14,204,PJ 3
E15,568,PJ 3
E14,289,PJ 3
E14,697,PJ 3
E15,261,PJ 3
E15,192,PJ 3
E15,121,PJ 3
E15,175,PJ 3
E13,68,PJ 3
E15,118,PJ 3
E15,215,PJ 3
E15,171,PJ 3
E14,103,PJ 3
E13,360,PJ 3
E14,340,PJ 3
E13,255,PJ 3
E15,228,PJ 3
E14,393,PJ 3
E13,113,PJ 3
E13,53,PJ 3
E15,264,PJ 3
E14,141,PJ 3
E14,343,PJ 3
E13,224,PJ 3
E15,428,PJ 3
E15,188,PJ 3
E14,169,PJ 3
E14,75,PJ 3
E14,302,PJ 3
E13,77,PJ 3
E14,106,PJ 3
E15,242,PJ 3
E13,392,PJ 3
E13,213,PJ 3
E13,432,PJ 3
E14,206,PJ 3
E15,213,PJ 3
E15,576,PJ 3
E15,127,PJ 3
E14,203,PJ 3
E14,293,PJ 3
E14,229,PJ 3
E15,377,PJ 3
E15,173,PJ 3
E15,52,PJ 3
E15,211,PJ 3
E13,239,PJ 3
E15,331,PJ 3
E14,347,PJ 3
E13,129,PJ 3
E15,285,PJ 3
E14,253,PJ 3
E14,109,PJ 3
E14,183,PJ 3
E14,231,PJ 3
E13,339,PJ 3
E13,257,PJ 3
E15,339,PJ 3
E15,725,PJ 3
E14,284,PJ 3
E15,272,PJ 3
E15,376,PJ 3
E15,62,PJ 3
E15,227,PJ 3
E14,187,PJ 3
E14,243,PJ 3
E13,308,PJ 3
E15,210,PJ 3
E14,777,PJ 3
E14,159,PJ 3
E15,189,PJ 3
E15,301,PJ 3
E14,761,PJ 3
E13,318,PJ 3
E15,187,PJ 3
E15,220,PJ 3
E15,236,PJ 3
E13,117,PJ 3
E15,417,PJ 3
E13,432,PJ 3
E15,348,PJ 3
E15,571,PJ 3
E15,499,PJ 3
E15,113,PJ 3
E14,248,PJ 3
E15,357,PJ 3
E13,587,PJ 3
E15,123,PJ 3
E15,353,PJ 3
E13,120,PJ 3
E13,309,PJ 3
E14,175,PJ 3
E15,234,PJ 3
E14,229,PJ 3
E15,625,PJ 3
E15,223,PJ 3
E15,319,PJ 3
E14,264,PJ 3
E13,342,PJ 3
E14,2771,PJ 3
E14,103,PJ 3
E13,271,PJ 3
E14,385,PJ 3
E13,405,PJ 3
E15,383,PJ 3
E13,188,PJ 3
E15,301,PJ 3
E15,236,PJ 3
E14,287,PJ 3
E13,208,PJ 3
E14,696,PJ 3
E13,240,PJ 3
E13,99,PJ 3
E13,221,PJ 3
E15,279,PJ 3
E13,211,PJ 3
E14,129,PJ 3
E15,211,PJ 3
E15,112,PJ 3
E14,318,PJ 3
E14,317,PJ 3
E15,873,PJ 3
E14,440,PJ 3
E14,357,PJ 3
E15,55,PJ 3
E14,298,PJ 3
E14,803,PJ 3
E14,168,PJ 3
E13,65,PJ 3
E14,850,PJ 3
E13,356,PJ 3
E13,364,PJ 3
E13,734,PJ 3
E15,248,PJ 3
E15,168,PJ 3
E13,523,PJ 3
E14,66,PJ 3
E14,700,PJ 3
E13,409,PJ 3
E15,303,PJ 3
E14,93,PJ 3
E14,195,PJ 3
E13,86,PJ 3
E13,147,PJ 3
E14,151,PJ 3
E15,200,PJ 3
E15,139,PJ 3
E15,437,PJ 3
E15,195,PJ 3
E15,297,PJ 3
E13,331,PJ 3
E13,259,PJ 3
E13,157,PJ 3
E13,310,PJ 3
E15,246,PJ 3
E13,126,PJ 3
E14,333,PJ 3
E14,284,PJ 3
E14,151,PJ 3
E15,91,PJ 3
E15,305,PJ 3
E13,707,PJ 3
E13,378,PJ 3
E13,243,PJ 3
E14,180,PJ 3
E14,339,PJ 3
E13,579,PJ 3
E15,558,PJ 3
E13,282,PJ 3
E14,199,PJ 3
E15,71,PJ 3
E15,376,PJ 3
E14,69,PJ 3
E15,163,PJ 3
E14,479,PJ 3
E15,475,PJ 3
E13,393,PJ 3
E13,293,PJ 3
E13,136,PJ 3
E15,272,PJ 3
E14,304,PJ 3
E15,226,PJ 3
E14,433,PJ 3
E14,309,PJ 3
E13,234,PJ 3
E15,663,PJ 3
E14,126,PJ 3
E15,130,PJ 3
E15,141,PJ 3
E15,266,PJ 3
E13,206,PJ 3
E13,269,PJ 3
E14,302,PJ 3
E13,209,PJ 3
E15,250,PJ 3
E15,231,PJ 3
E13,343,PJ 3
E14,356,PJ 3
E13,400,PJ 3
E13,248,PJ 3
E13,204,PJ 3
E14,100,PJ 3
E13,273,PJ 3
E14,711,PJ 3
E15,211,PJ 3
E14,220,PJ 3
E15,327,PJ 3
E15,206,PJ 3
E15,137,PJ 3
E13,165,PJ 3
E14,211,PJ 3
E13,96,PJ 3
E15,276,PJ 3
E15,410,PJ 3
E14,305,PJ 3
E15,300,PJ 3
E14,383,PJ 3
E15,262,PJ 3
E14,852,PJ 3
E13,156,PJ 3
E14,520,PJ 3
E15,2616,PJ 3
E15,140,PJ 3
E15,449,PJ 3
E14,279,PJ 3
E14,111,PJ 3
E14,318,PJ 3
E14,336,PJ 3
E13,165,PJ 3
E15,267,PJ 3
E14,472,PJ 3
E15,232,PJ 3
E13,438,PJ 3
E13,156,PJ 3
E14,362,PJ 3
E13,142,PJ 3
E14,950,PJ 3
E14,144,PJ 3
E14,179,PJ 3
E15,273,PJ 3
E13,130,PJ 3
E15,740,PJ 3
E14,421,PJ 3
E13,112,PJ 3
E13,212,PJ 3
E14,176,PJ 3
E15,243,PJ 3
E15,196,PJ 3
E13,227,PJ 3
E13,239,PJ 3
E13,206,PJ 3
E13,247,PJ 3
E14,81,PJ 3
E13,636,PJ 3
E13,223,PJ 3
E15,408,PJ 3
E14,261,PJ 3
E13,168,PJ 3
E14,328,PJ 3
E15,193,PJ 3
E14,313,PJ 3
E13,309,PJ 3
E13,433,PJ 3
E13,242,PJ 3
E15,360,PJ 3
E14,261,PJ 3
E15,211,PJ 3
E13,277,PJ 3
E14,157,PJ 3
E13,132,PJ 3
E13,158,PJ 3
E13,331,PJ 3
E13,192,PJ 3
E15,237,PJ 3
E14,169,PJ 3
E14,373,PJ 3
E13,589,PJ 3
E15,152,PJ 3
E13,122,PJ 3
E14,78,PJ 3
E13,221,PJ 3
E15,567,PJ 3
E14,238,PJ 3
E15,177,PJ 3
E13,170,PJ 3
E15,96,PJ 3
E15,314,PJ 3
E14,546,PJ 3
E13,408,PJ 3
E13,140,PJ 3
E15,312,PJ 3
E14,100,PJ 3
E15,215,PJ 3
E14,106,PJ 3
E15,63,PJ 3
E14,85,PJ 3
E14,203,PJ 3
E13,318,PJ 3
E13,449,PJ 3
E13,784,PJ 3
E13,105,PJ 3
E15,180,PJ 3
E14,98,PJ 3
E13,126,PJ 3
E14,94,PJ 3
E13,73,PJ 3
E14,187,PJ 3
E13,350,PJ 3
E15,175,PJ 3
E15,785,PJ 3
E15,113,PJ 3
E14,1140,PJ 3
E13,152,PJ 3
E14,724,PJ 3
E13,173,PJ 3
E14,326,PJ 3
E15,565,PJ 3
E15,253,PJ 3
E14,245,PJ 3
E13,95,PJ 3
E14,460,PJ 3
E15,61,PJ 3
E13,369,PJ 3
E15,127,PJ 3
E15,115,PJ 3
E15,531,PJ 3
E14,130,PJ 3
E13,172,PJ 3
E15,484,PJ 3
E13,105,PJ 3
E15,289,PJ 3
E13,132,PJ 3
E14,130,PJ 3
E15,169,PJ 3
E14,401,PJ 3
E14,110,PJ 3
E15,90,PJ 3
E14,528,PJ 3
E15,737,PJ 3
E14,136,PJ 3
E13,331,PJ 3
E13,297,PJ 3
E15,193,PJ 3
E15,268,PJ 3
E14,437,PJ 3
E14,226,PJ 3
E15,724,PJ 3
E15,159,PJ 3
E14,147,PJ 3
E14,218,PJ 3
E13,319,PJ 3
E15,281,PJ 3
E13,243,PJ 3
E13,210,PJ 3
E15,306,PJ 3
E13,151,PJ 3
E13,177,PJ 3
E15,217,PJ 3
E13,222,PJ 3
E15,377,PJ 3
E15,182,PJ 3
E14,215,PJ 3
E14,102,PJ 3
E13,148,PJ 3
E14,331,PJ 3
E15,223,PJ 3
E14,212,PJ 3
E15,205,PJ 3
E14,199,PJ 3
E13,260,PJ 3
E14,1250,PJ 3
E15,748,PJ 3
E13,243,PJ 3
E15,244,PJ 3
E15,259,PJ 3
E14,274,PJ 3
E13,901,PJ 3
E15,127,PJ 3
E13,117,PJ 3
E15,1006,PJ 3
E14,127,PJ 3
E14,265,PJ 3
E13,219,PJ 3
E13,363,PJ 3
E15,79,PJ 3
E14,201,PJ 3
E14,138,PJ 3
E15,129,PJ 3
E14,153,PJ 3
E13,296,PJ 3
E13,151,PJ 3
E13,326,PJ 3
E15,664,PJ 3
E14,406,PJ 3
E14,346,PJ 3
E14,89,PJ 3
E13,134,PJ 3
E15,70,PJ 3
E13,531,PJ 3
E14,185,PJ 3
E15,589,PJ 3
E14,320,PJ 3
E15,148,PJ 3
E14,175,PJ 3
E13,87,PJ 3
E15,533,PJ 3
E15,272,PJ 3
E13,150,PJ 3
E13,223,PJ 3
E15,1096,PJ 3
E14,340,PJ 3
E14,181,PJ 3
E15,126,PJ 3
E14,60,PJ 3
E14,252,PJ 3
E15,187,PJ 3
E13,365,PJ 3
E13,385,PJ 3
E15,396,PJ 3
E15,118,PJ 3
E15,238,PJ 3
E13,239,PJ 3
E13,172,PJ 3
E13,301,PJ 3
E14,424,PJ 3
E15,321,PJ 3
E14,179,PJ 3
E15,180,PJ 3
E14,208,PJ 3
E13,608,PJ 3
E15,99,PJ 3
E13,180,PJ 3
E14,81,PJ 3
E14,162,PJ 3
E14,180,PJ 3
E15,100,PJ 3
E15,382,PJ 3
E15,311,PJ 3
E14,623,PJ 3
E14,92,PJ 3
E14,69,PJ 3
E14,251,PJ 3
E13,134,PJ 3
E14,132,PJ 3
E14,552,PJ 3
E13,276,PJ 3
E15,567,PJ 3
E13,163,PJ 3
E13,1692,PJ 3
E15,1490,PJ 3
E14,139,PJ 3
E13,211,PJ 3
E15,188,PJ 3
E15,99,PJ 3
E13,136,PJ 3
E15,133,PJ 3
E14,347,PJ 3
E15,474,PJ 3
E15,301,PJ 3
E15,195,PJ 3
E15,497,PJ 3
E15,77,PJ 3
E13,268,PJ 3
E15,96,PJ 3
E14,290,PJ 3
E14,226,PJ 3
E15,160,PJ 3
E13,207,PJ 3
E13,84,PJ 3
E15,900,PJ 3
E14,239,PJ 3
E13,247,PJ 3
E15,429,PJ 3
E14,146,PJ 3
E13,285,PJ 3
E14,329,PJ 3
E15,365,PJ 3
E14,296,PJ 3
E15,344,PJ 3
E15,452,PJ 3
E14,242,PJ 3
E15,663,PJ 3
E13,228,PJ 3
E15,118,PJ 3
E15,141,PJ 3
E13,389,PJ 3
E15,227,PJ 3
E15,342,PJ 3
E13,247,PJ 3
E15,139,PJ 3
E14,165,PJ 3
E14,268,PJ 3
E15,137,PJ 3
E14,264,PJ 3
E13,297,PJ 3
E13,119,PJ 3
E14,911,PJ 3
E15,242,PJ 3
E14,114,PJ 3
E14,390,PJ 3
E13,160,PJ 3
E14,176,PJ 3
E15,239,PJ 3
E15,130,PJ 3
E14,838,PJ 3
E14,198,PJ 3
E13,170,PJ 3
E14,240,PJ 3
E13,204,PJ 3
E14,619,PJ 3
E15,310,PJ 3
E15,372,PJ 3
E15,478,PJ 3
E14,144,PJ 3
E15,386,PJ 3
E13,184,PJ 3
E13,77,PJ 3
E14,226,PJ 3
E14,53,PJ 3
E15,367,PJ 3
E13,364,PJ 3
E14,116,PJ 3
E14,217,PJ 3
E13,204,PJ 3
E14,1934,PJ 3
E13,194,PJ 3
E13,348,PJ 3
E15,192,PJ 3
E14,134,PJ 3
E13,272,PJ 3
E15,605,PJ 3
E13,315,PJ 3
E15,1015,PJ 3
E15,254,PJ 3
E14,190,PJ 3
E13,202,PJ 3
E14,190,PJ 3
E13,851,PJ 3
E14,254,PJ 3
E13,132,PJ 3
E14,143,PJ 3
E14,453,PJ 3
E15,673,PJ 3
E13,365,PJ 3
E13,164,PJ 3
E13,272,PJ 3
E14,236,PJ 3
E14,271,PJ 3
E15,97,PJ 3
E15,320,PJ 3
E15,256,PJ 3
E14,307,PJ 3
E13,183,PJ 3
E13,162,PJ 3
E15,95,PJ 3
E14,269,PJ 3
E13,199,PJ 3
E13,198,PJ 3
E13,454,PJ 3
E14,560,PJ 3
E14,79,PJ 3
E13,377,PJ 3
E13,130,PJ 3
E14,260,PJ 3
E13,146,PJ 3
E13,128,PJ 3
E14,324,PJ 3
E14,290,PJ 3
E13,217,PJ 3
E13,150,PJ 3
E13,311,PJ 3
E13,419,PJ 3
E15,298,PJ 3
E14,142,PJ 3
E14,524,PJ 3
E15,78,PJ 3
E14,248,PJ 3
E15,227,PJ 3
E13,173,PJ 3
E14,202,PJ 3
E13,134,PJ 3
E15,88,PJ 3
E15,1028,PJ 3
E14,606,PJ 3
E14,225,PJ 3
E13,251,PJ 3
E13,388,PJ 3
E15,442,PJ 3
E15,299,PJ 3
E15,316,PJ 3
E13,281,PJ 3
E14,100,PJ 3
E13,164,PJ 3
E14,332,PJ 3
E13,438,PJ 3
E13,414,PJ 3
E13,270,PJ 3
E14,351,PJ 3
E14,62,PJ 3
E13,248,PJ 3
E13,721,PJ 3
E14,285,PJ 3
E15,251,PJ 3
E15,386,PJ 3
E13,208,PJ 3
E13,70,PJ 3
E13,308,PJ 3
E13,233,PJ 3
E14,209,PJ 3
E14,145,PJ 3
E15,192,PJ 3
E13,598,PJ 3
E13,169,PJ 3
E15,430,PJ 3
E13,317,PJ 3
E15,297,PJ 3
E14,431,PJ 3
E15,186,PJ 3
E13,153,PJ 3
E13,252,PJ 3
E13,404,PJ 3
E15,159,PJ 3
E14,292,PJ 3
E15,665,PJ 3
E13,198,PJ 3
E14,312,PJ 3
E15,367,PJ 3
E13,285,PJ 3
E13,150,PJ 3
E14,76,PJ 3
E13,342,PJ 3
E14,321,PJ 3
E13,299,PJ 3
E15,367,PJ 3
E14,210,PJ 3
E13,92,PJ 3
E15,80,PJ 3
E13,146,PJ 3
E13,205,PJ 3
E14,169,PJ 3
E13,193,PJ 3
E14,123,PJ 3
E13,285,PJ 3
E14,302,PJ 3
E13,215,PJ 3
E14,317,PJ 3
E15,128,PJ 3
E13,571,PJ 3
E13,202,PJ 3
E13,228,PJ 3
E15,507,PJ 3
E14,302,PJ 3
E13,194,PJ 3
E14,231,PJ 3
E15,270,PJ 3
E14,686,PJ 3
E15,224,PJ 3
E15,321,PJ 3
E13,249,PJ 3
E13,147,PJ 3
E15,458,PJ 3
E15,170,PJ 3
E13,174,PJ 3
E15,652,PJ 3
E13,347,PJ 3
E13,220,PJ 3
E14,127,PJ 3
E14,88,PJ 3
E13,386,PJ 3
E14,257,PJ 3
E14,679,PJ 3
E15,348,PJ 3
E14,95,PJ 3
E14,112,PJ 3
E13,280,PJ 3
E13,315,PJ 3
E14,168,PJ 3
E13,219,PJ 3
E14,336,PJ 3
E13,221,PJ 3
E14,338,PJ 3
E15,296,PJ 3
E14,101,PJ 3
E15,78,PJ 3
E13,186,PJ 3
E13,379,PJ 3
E13,68,PJ 3
E14,80,PJ 3
E15,96,PJ 3
E14,206,PJ 3
E15,338,PJ 3
E15,243,PJ 3
E15,775,PJ 3
E14,179,PJ 3
E13,205,PJ 3
E14,159,PJ 3
E13,130,PJ 3
E14,466,PJ 3
E13,205,PJ 3
E15,306,PJ 3
E15,362,PJ 3
E14,2111,PJ 3
E13,128,PJ 3
E14,95,PJ 3
E13,82,PJ 3
E14,276,PJ 3
E13,376,PJ 3
E14,137,PJ 3
E14,173,PJ 3
E15,356,PJ 3
E15,503,PJ 3
E15,312,PJ 3
E14,376,PJ 3
E15,264,PJ 3
E14,297,PJ 3
E15,315,PJ 3
E15,259,PJ 3
E15,132,PJ 3
E13,216,PJ 3
E14,124,PJ 3
E13,340,PJ 3
E15,254,PJ 3
E15,235,PJ 3
E14,115,PJ 3
E15,151,PJ 3
E14,208,PJ 3
E14,213,PJ 3
E15,205,PJ 3
E13,270,PJ 3
E14,71,PJ 3
E13,347,PJ 3
E14,248,PJ 3
E13,301,PJ 3
E15,82,PJ 3
E13,102,PJ 3
E13,200,PJ 3
E14,328,PJ 3
E13,90,PJ 3
E14,203,PJ 3
E13,168,PJ 3
E15,120,PJ 3
E13,166,PJ 3
E15,561,PJ 3
E14,242,PJ 3
E14,247,PJ 3
E13,100,PJ 3
E13,259,PJ 3
E14,501,PJ 3
E14,232,PJ 3
E13,1343,PJ 3
E13,238,PJ 3
E15,268,PJ 3
E14,214,PJ 3
E13,271,PJ 3
E14,340,PJ 3
E15,480,PJ 3
E15,338,PJ 3
E15,135,PJ 3
E15,282,PJ 3
E13,306,PJ 3
E14,134,PJ 3
E13,219,PJ 3
E13,444,PJ 3
E13,173,PJ 3
E14,100,PJ 3
E14,343,PJ 3
E15,261,PJ 3
E13,235,PJ 3
E14,138,PJ 3
E14,95,PJ 3
E13,176,PJ 3
E15,290,PJ 3
E13,101,PJ 3
E14,147,PJ 3
E15,199,PJ 3
E15,185,PJ 3
E13,174,PJ 3
E15,146,PJ 3
